from_id,to_id,to_name,relationship_type,sentiment,source_column
Respondent_61,Issue_192,上下车舒适性,MENTIONED_ISSUE,negative,59、劣势点
Respondent_63,Issue_193,座椅散热性,MENTIONED_ISSUE,negative,59、劣势点
Respondent_65,Issue_194,悬架硬度,MENTIONED_ISSUE,negative,59、劣势点
Respondent_67,Issue_195,用料质量,MENTIONED_ISSUE,negative,59、劣势点
Respondent_70,Issue_196,座椅按摩功能,MENTIONED_ISSUE,negative,59、劣势点
Respondent_4,Issue_197,行李箱,MENTIONED_ISSUE,negative,68、劣势点
Respondent_8,Issue_198,方向盘开关,MENTIONED_ISSUE,negative,68、劣势点
Respondent_8,Issue_199,按键,MENTIONED_ISSUE,negative,68、劣势点
Respondent_25,Issue_200,副驾储物盒,MENTIONED_ISSUE,negative,68、劣势点
Respondent_28,Issue_201,副仪表置杯架,MENTIONED_ISSUE,negative,68、劣势点
Respondent_28,Issue_202,后排座椅放倒操作,MENTIONED_ISSUE,negative,68、劣势点
Respondent_28,Issue_203,后排座椅立起操作,MENTIONED_ISSUE,negative,68、劣势点
Respondent_28,Issue_204,后备箱操作,MENTIONED_ISSUE,negative,68、劣势点
Respondent_31,Issue_205,中控储物空间,MENTIONED_ISSUE,negative,68、劣势点
Respondent_31,Issue_206,小冰箱,MENTIONED_ISSUE,negative,68、劣势点
Respondent_39,Issue_207,三排座椅折叠后行李固定,MENTIONED_ISSUE,negative,68、劣势点
Respondent_39,Issue_208,物品偏移晃动,MENTIONED_ISSUE,negative,68、劣势点
Respondent_49,Issue_209,行李厢X向尺寸,MENTIONED_ISSUE,negative,68、劣势点
Respondent_51,Issue_210,行李箱储物空间,MENTIONED_ISSUE,negative,68、劣势点
Respondent_55,Issue_211,副驾储物箱,MENTIONED_ISSUE,negative,68、劣势点
Respondent_60,Issue_212,后备箱空间,MENTIONED_ISSUE,negative,68、劣势点
Respondent_70,Issue_213,冰箱,MENTIONED_ISSUE,negative,68、劣势点
Respondent_70,Issue_214,console储物空间,MENTIONED_ISSUE,negative,68、劣势点
Respondent_1,Issue_215,接待人员跟进,MENTIONED_ISSUE,negative,77、劣势点
Respondent_1,Issue_216,重视程度,MENTIONED_ISSUE,negative,77、劣势点
Respondent_9,Issue_217,功利性,MENTIONED_ISSUE,negative,77、劣势点
Respondent_13,Issue_218,专业性,MENTIONED_ISSUE,negative,77、劣势点
Respondent_68,Issue_218,专业性,MENTIONED_ISSUE,negative,77、劣势点
Respondent_18,Issue_219,常用备件供应,MENTIONED_ISSUE,negative,77、劣势点
Respondent_18,Issue_220,到店次数,MENTIONED_ISSUE,negative,77、劣势点
Respondent_20,Issue_221,宣传真实性,MENTIONED_ISSUE,negative,77、劣势点
Respondent_29,Issue_222,接待人员,MENTIONED_ISSUE,negative,77、劣势点
Respondent_35,Issue_223,热情度,MENTIONED_ISSUE,negative,77、劣势点
Respondent_35,Issue_224,专业度,MENTIONED_ISSUE,negative,77、劣势点
Respondent_36,Issue_225,主动接待,MENTIONED_ISSUE,negative,77、劣势点
Respondent_37,Issue_226,车展接待,MENTIONED_ISSUE,negative,77、劣势点
Respondent_39,Issue_227,路况确认,MENTIONED_ISSUE,negative,77、劣势点
Respondent_39,Issue_228,试驾堵车,MENTIONED_ISSUE,negative,77、劣势点
Respondent_42,Issue_229,专业能力,MENTIONED_ISSUE,negative,77、劣势点
Respondent_44,Issue_230,流程自动化,MENTIONED_ISSUE,negative,77、劣势点
Respondent_44,Issue_231,操作出错,MENTIONED_ISSUE,negative,77、劣势点
Respondent_48,Issue_231,操作出错,MENTIONED_ISSUE,negative,77、劣势点
Respondent_48,Issue_232,专业词汇使用,MENTIONED_ISSUE,negative,77、劣势点
Respondent_51,Issue_233,智驾搭载计划,MENTIONED_ISSUE,negative,77、劣势点
Respondent_52,Issue_234,车展导购资质,MENTIONED_ISSUE,negative,77、劣势点
Respondent_52,Issue_235,导购专业性,MENTIONED_ISSUE,negative,77、劣势点
Respondent_52,Issue_236,导购敬业度,MENTIONED_ISSUE,negative,77、劣势点
Respondent_54,Issue_237,销售人员行为规范,MENTIONED_ISSUE,negative,77、劣势点
Respondent_54,Issue_238,客户体验,MENTIONED_ISSUE,negative,77、劣势点
Respondent_55,Issue_239,车型信息了解不足,MENTIONED_ISSUE,negative,77、劣势点
Respondent_55,Issue_240,储物空间开启方式,MENTIONED_ISSUE,negative,77、劣势点
Respondent_55,Issue_241,功能演示,MENTIONED_ISSUE,negative,77、劣势点
Respondent_69,Issue_242,共情能力,MENTIONED_ISSUE,negative,77、劣势点
Respondent_69,Issue_243,销售人员用户视角缺失,MENTIONED_ISSUE,negative,77、劣势点
Respondent_69,Issue_244,消费者需求理解不足,MENTIONED_ISSUE,negative,77、劣势点
Respondent_70,Issue_245,主动性,MENTIONED_ISSUE,negative,77、劣势点
