issue_id,name,source_column,mention_count
Issue_92,造型风格不符合年轻人需求,20、劣势点,1
Issue_93,造型风格一般,20、劣势点,1
Issue_94,储物格位置新颖,20、劣势点,1
Issue_95,抽屉推拉费劲,20、劣势点,1
Issue_96,空调出风口位置不习惯,20、劣势点,1
Issue_97,用料不真诚,20、劣势点,1
Issue_98,6座,20、劣势点,1
Issue_99,喇叭网孔,21、劣势点,1
Issue_100,浅色内饰,21、劣势点,1
Issue_101,后排座椅,21、劣势点,1
Issue_102,细节品质,21、劣势点,1
Issue_103,金属制品,21、劣势点,1
Issue_104,内饰,21、劣势点,1
Issue_105,软包,21、劣势点,1
Issue_106,门板开关面板,21、劣势点,1
Issue_107,中控台饰板,21、劣势点,2
Issue_108,触感,21、劣势点,1
Issue_109,毛织材质,21、劣势点,1
Issue_110,内饰接缝面,21、劣势点,1
Issue_111,按摩功能,21、劣势点,1
Issue_112,内饰布局,21、劣势点,1
Issue_113,内饰配色,21、劣势点,1
Issue_114,内饰用料,21、劣势点,1
Issue_115,布料,21、劣势点,1
Issue_116,硬塑料,21、劣势点,2
Issue_117,双连屏设计,21、劣势点,1
Issue_118,内饰材质,21、劣势点,1
Issue_119,内饰设计,21、劣势点,1
Issue_120,用料,21、劣势点,3
Issue_121,按键面板设计,21、劣势点,1
Issue_122,IP台,21、劣势点,1
Issue_123,翻毛皮,21、劣势点,1
Issue_124,低档软包覆感,21、劣势点,1
Issue_125,做工,21、劣势点,1
Issue_126,精细感,21、劣势点,1
Issue_127,仪表台镀铬饰条,21、劣势点,1
Issue_128,年轻新潮要求适配性,21、劣势点,1
Issue_129,硬质材质,21、劣势点,1
Issue_130,软包用料,21、劣势点,1
Issue_131,仿皮座椅,21、劣势点,1
Issue_132,亮点,21、劣势点,1
Issue_133,第三排空间,21、劣势点,1
Issue_134,材质,21、劣势点,1
Issue_135,Console,21、劣势点,1
Issue_136,门板,21、劣势点,1
Issue_137,顶棚材质,21、劣势点,1
Issue_138,顶棚工艺,21、劣势点,1
Issue_139,反应速度慢,31、劣势点,1
Issue_140,理解能力不足,31、劣势点,1
Issue_141,拒识率高,31、劣势点,1
Issue_142,识别准确率低,31、劣势点,1
Issue_143,响应速度慢,31、劣势点,1
Issue_144,同质化,31、劣势点,1
Issue_145,唤醒率低,31、劣势点,1
Issue_146,唤醒失败,31、劣势点,1
Issue_147,语音对话响应慢,31、劣势点,1
Issue_148,语音识别不准,31、劣势点,1
Issue_149,连续对话误识别,31、劣势点,1
Issue_150,NFC钥匙兼容性,31、劣势点,1
Issue_151,UWB钥匙兼容性,31、劣势点,1
Issue_152,车机功能局限性,31、劣势点,1
Issue_153,触发灵敏度,31、劣势点,1
Issue_154,前排零重力功能,59、劣势点,1
Issue_155,二排过道板扶手,59、劣势点,1
Issue_156,三排座椅,59、劣势点,1
Issue_157,座椅头枕,59、劣势点,1
Issue_158,腿部支撑,59、劣势点,1
Issue_159,座椅柔软度,59、劣势点,1
Issue_160,按摩功能,59、劣势点,1
Issue_161,座椅材质,59、劣势点,2
Issue_162,真皮质感,59、劣势点,1
Issue_163,二排承托,59、劣势点,1
Issue_164,6座空间,59、劣势点,1
Issue_165,腿托支撑,59、劣势点,1
Issue_166,座椅硬度,59、劣势点,4
Issue_167,座椅褶皱,59、劣势点,1
Issue_168,缝线品质,59、劣势点,1
Issue_169,脚托,59、劣势点,1
Issue_170,腿托,59、劣势点,1
Issue_171,Y向空间,59、劣势点,1
Issue_172,按摩力度,59、劣势点,1
Issue_173,坐垫按摩,59、劣势点,1
Issue_174,包裹性,59、劣势点,2
Issue_175,座椅长度,59、劣势点,1
Issue_176,后排坐垫高度,59、劣势点,1
Issue_177,三排座椅靠背硬度,59、劣势点,1
Issue_178,靠背硬度,59、劣势点,1
Issue_179,座垫长度,59、劣势点,1
Issue_180,后排屏幕,59、劣势点,1
Issue_181,三排头枕厚度,59、劣势点,1
Issue_182,二排扶手宽度,59、劣势点,1
Issue_183,支撑感,59、劣势点,1
Issue_184,后排靠背角度,59、劣势点,1
Issue_185,空间,59、劣势点,1
Issue_186,舒适性,59、劣势点,1
Issue_187,座椅软硬度,59、劣势点,1
Issue_188,前排座椅肩部高度,59、劣势点,1
Issue_189,外观美观性,59、劣势点,1
Issue_190,全包围感,59、劣势点,1
Issue_191,主驾侧板,59、劣势点,1
Issue_192,上下车舒适性,59、劣势点,1
Issue_193,座椅散热性,59、劣势点,1
Issue_194,悬架硬度,59、劣势点,1
Issue_195,用料质量,59、劣势点,1
Issue_196,座椅按摩功能,59、劣势点,1
Issue_197,行李箱,68、劣势点,1
Issue_198,方向盘开关,68、劣势点,1
Issue_199,按键,68、劣势点,1
Issue_200,副驾储物盒,68、劣势点,1
Issue_201,副仪表置杯架,68、劣势点,1
Issue_202,后排座椅放倒操作,68、劣势点,1
Issue_203,后排座椅立起操作,68、劣势点,1
Issue_204,后备箱操作,68、劣势点,1
Issue_205,中控储物空间,68、劣势点,1
Issue_206,小冰箱,68、劣势点,1
Issue_207,三排座椅折叠后行李固定,68、劣势点,1
Issue_208,物品偏移晃动,68、劣势点,1
Issue_209,行李厢X向尺寸,68、劣势点,1
Issue_210,行李箱储物空间,68、劣势点,1
Issue_211,副驾储物箱,68、劣势点,1
Issue_212,后备箱空间,68、劣势点,1
Issue_213,冰箱,68、劣势点,1
Issue_214,console储物空间,68、劣势点,1
Issue_215,接待人员跟进,77、劣势点,1
Issue_216,重视程度,77、劣势点,1
Issue_217,功利性,77、劣势点,1
Issue_218,专业性,77、劣势点,2
Issue_219,常用备件供应,77、劣势点,1
Issue_220,到店次数,77、劣势点,1
Issue_221,宣传真实性,77、劣势点,1
Issue_222,接待人员,77、劣势点,1
Issue_223,热情度,77、劣势点,1
Issue_224,专业度,77、劣势点,1
Issue_225,主动接待,77、劣势点,1
Issue_226,车展接待,77、劣势点,1
Issue_227,路况确认,77、劣势点,1
Issue_228,试驾堵车,77、劣势点,1
Issue_229,专业能力,77、劣势点,1
Issue_230,流程自动化,77、劣势点,1
Issue_231,操作出错,77、劣势点,2
Issue_232,专业词汇使用,77、劣势点,1
Issue_233,智驾搭载计划,77、劣势点,1
Issue_234,车展导购资质,77、劣势点,1
Issue_235,导购专业性,77、劣势点,1
Issue_236,导购敬业度,77、劣势点,1
Issue_237,销售人员行为规范,77、劣势点,1
Issue_238,客户体验,77、劣势点,1
Issue_239,车型信息了解不足,77、劣势点,1
Issue_240,储物空间开启方式,77、劣势点,1
Issue_241,功能演示,77、劣势点,1
Issue_242,共情能力,77、劣势点,1
Issue_243,销售人员用户视角缺失,77、劣势点,1
Issue_244,消费者需求理解不足,77、劣势点,1
Issue_245,主动性,77、劣势点,1
