feature_id,name,source_column,mention_count
Feature_27,悬浮式车顶,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_28,尾门小桌板,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_29,涉水深度,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_30,整体造型,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,2
Feature_31,线条感,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_32,外形颜色,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_33,稳重感,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_34,耐看性,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_35,时尚性,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_36,车身外部造型,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_37,车身比例协调性,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_38,线条设计美感,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_39,车身优雅美学,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_40,时尚感,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,2
Feature_41,视觉冲击力,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_42,高端感,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_43,大气感,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,2
Feature_44,简洁性,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_45,比例协调,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_46,低趴运动,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_47,线条流畅,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_48,高头大马,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_49,方方正正,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_50,线条协调大气,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_51,家族式设计,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,2
Feature_52,前后贯穿式灯光设计,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_53,隐藏式门把手,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_54,D柱角度,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_55,天青色车漆,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_56,黑白双色内饰,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_57,外造型,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,2
Feature_58,年轻化,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_59,激进,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_60,高级感,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,2
Feature_61,前卫感,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_62,方盒子,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_63,外观总体造型,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_64,创新,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_65,理想家族一体式鲨鱼形态,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_66,造型同质化,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_67,整体比例,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,2
Feature_68,造型,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,2
Feature_69,整体设计,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_70,精致性,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_71,硬朗,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_72,大气,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,3
Feature_73,大众审美,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_74,车身,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_75,档次,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_76,豪华感,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_77,年轻动感,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_78,方正,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_79,运动,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_80,掀背门,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_81,卡钳罩,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_82,前卫,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_83,整体风格,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_84,城市越野风,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_85,前后灯,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_86,年轻时尚,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_87,线性,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_88,简约,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,2
Feature_89,匀称,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_90,爆满,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_91,整体大气,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_92,尺寸,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_93,轿跑,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_94,整体尺寸,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_95,比例,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_96,面包车感,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_97,整体,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_98,一体性,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_99,精致,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_100,侧面线条,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_101,尾翼,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_102,运动性,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_103,厚重感,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_104,线条,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,2
Feature_105,流畅性,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,2
Feature_106,外形,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_107,车体格,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_108,SUV造型,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_109,发罩分缝形式,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_110,车身方正度,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_111,线条粗犷度,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_112,力量感,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_113,姿态,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_114,灯具,13、劣势点,1
Feature_115,车尾造型,13、劣势点,1
Feature_116,后尾部,13、劣势点,1
Feature_117,6坐空间,13、劣势点,1
Feature_118,仪表,13、劣势点,1
Feature_119,细节部分,13、劣势点,1
Feature_120,感官品质,13、劣势点,1
Feature_121,外造型,13、劣势点,2
Feature_122,微细节,13、劣势点,1
Feature_123,前脸,13、劣势点,4
Feature_124,隐藏式门把手,13、劣势点,2
Feature_125,开门关门声音,13、劣势点,1
Feature_126,车身外钣金件接缝处,13、劣势点,1
Feature_127,工艺管控,13、劣势点,1
Feature_128,侧面造型,13、劣势点,1
Feature_129,前备箱,13、劣势点,1
Feature_130,MPV设计,13、劣势点,1
Feature_131,车顶两侧摄像头,13、劣势点,1
Feature_132,侧面,13、劣势点,1
Feature_133,后背鲨鱼鳍,13、劣势点,1
Feature_134,整体美感,13、劣势点,1
Feature_135,造型,13、劣势点,2
Feature_136,车头,13、劣势点,1
Feature_137,车型,13、劣势点,1
Feature_138,颜色,13、劣势点,1
Feature_139,配置,13、劣势点,1
Feature_140,车高,13、劣势点,1
Feature_141,车宽,13、劣势点,1
Feature_142,设计,13、劣势点,1
Feature_143,尾部设计,13、劣势点,1
Feature_144,前脸设计,13、劣势点,1
Feature_145,尾部,13、劣势点,1
Feature_146,轮辋造型,13、劣势点,1
Feature_147,前后脸造型,13、劣势点,1
Feature_148,豪华感,13、劣势点,2
Feature_149,轮毂,13、劣势点,1
Feature_150,A柱,13、劣势点,1
Feature_151,车身形态,13、劣势点,1
Feature_152,后四窗,13、劣势点,1
Feature_153,车身线条,13、劣势点,1
Feature_154,力量感,13、劣势点,1
Feature_155,亮饰条,13、劣势点,1
Feature_156,高端感,13、劣势点,1
Feature_157,车身,13、劣势点,1
Feature_158,发动机盖,13、劣势点,1
Feature_159,分缝设计,13、劣势点,1
Feature_160,大众化,13、劣势点,1
Feature_161,特征,13、劣势点,1
Feature_162,新潮,13、劣势点,1
Feature_163,前脸灯,13、劣势点,1
Feature_164,保险杠造型,13、劣势点,1
Feature_165,细节制造工艺,13、劣势点,1
Feature_166,M9,13、劣势点,1
Feature_167,M8,13、劣势点,1
Feature_168,简约,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,5
Feature_169,轻薄,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_170,科技感,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,3
Feature_171,储物区域,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_172,控制区域,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_173,分布科学,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_174,简洁,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,5
Feature_175,装饰,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_176,包袱面积,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_177,整体感,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_178,环抱式,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_179,类翅膀造型,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_180,中控,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_181,方向盘,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_182,6座车型,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_183,布局合理,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_184,配色,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_185,豪华,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,3
Feature_186,空间大,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_187,内饰简洁,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_188,软包,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_189,搪塑软化处理,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_190,身体接触部分,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_191,内饰,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,3
Feature_192,塑料,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_193,皮质,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_194,整体氛围,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_195,仪表台,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_196,磁吸储物,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_197,简洁性,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_198,新能源风格,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_199,氛围感,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_200,氛围灯,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,3
Feature_201,内饰材料,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_202,内饰颜色,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_203,内饰设计,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_204,温馨感,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,2
Feature_205,舒适性,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_206,空间布局,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_207,尊贵,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_208,后备箱软包,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_209,IP贯穿屏,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_210,体验,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_211,真皮座椅,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_212,座椅加热,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_213,座椅电动调节,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_214,座椅通风,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_215,座椅按摩,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_216,电动遮阳帘,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_217,紫外线隔绝率,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_218,压缩机大冰箱,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_219,全功能方向盘,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_220,内装高级感,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_221,低廉感,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_222,内饰风格,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_223,操控,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_224,低调,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_225,浅色设计,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_226,车内明亮,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_227,家用,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_228,内饰质感,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_229,第三排座椅舒适性,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_230,车窗遮阳帘,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_231,内饰设计风格,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_232,中控台布局,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_233,中控显示屏,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_234,车辆控制功能,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_235,整体风格,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_236,bose音响,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_237,后排座椅加热,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_238,屏幕,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_239,空间,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,2
Feature_240,舒适,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_241,内饰布置,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_242,座椅,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_243,空间感,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,2
Feature_244,设计,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_245,大屏,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_246,天幕屏,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_247,高级感,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_248,乘坐体验,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_249,储物空间,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_250,设计风格,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_251,座位布局,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_252,线条,20、劣势点,1
Feature_253,做工,20、劣势点,1
Feature_254,置物,20、劣势点,1
Feature_255,内饰,20、劣势点,1
Feature_256,开关,20、劣势点,1
Feature_257,储物空间,20、劣势点,2
Feature_258,皮质,20、劣势点,1
Feature_259,仪表台,20、劣势点,1
Feature_260,按键,20、劣势点,1
Feature_261,辨识度,20、劣势点,1
Feature_262,二排过道,20、劣势点,1
Feature_263,质感,20、劣势点,1
Feature_264,方向盘,20、劣势点,1
Feature_265,座椅,20、劣势点,2
Feature_266,翻毛皮,20、劣势点,1
Feature_267,塑料部件,20、劣势点,1
Feature_268,板块体验,20、劣势点,1
Feature_269,设计,20、劣势点,1
Feature_270,空间,20、劣势点,3
Feature_271,个性,20、劣势点,1
Feature_272,前排座椅,20、劣势点,1
Feature_273,导轨,20、劣势点,1
Feature_274,仪表,20、劣势点,1
Feature_275,用料,20、劣势点,2
Feature_276,软包区域,20、劣势点,1
Feature_277,造型风格,20、劣势点,1
Feature_278,副驾前方储物格,20、劣势点,1
Feature_279,抽屉,20、劣势点,1
Feature_280,前排中间空调出风口,20、劣势点,1
Feature_281,座位数,20、劣势点,1
Feature_282,做工,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,2
Feature_283,细节处理,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,2
Feature_284,设计风格,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_285,科技感,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_286,用料,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,7
Feature_287,工艺,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_288,车型体验,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_289,包覆面积,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_290,气味,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,2
Feature_291,竹炭材质,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_292,软包,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,5
Feature_293,搪塑处理,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_294,一键小憩模式,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,1
Feature_295,大床模式,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,1
