feature_id,name,source_column,mention_count
Feature_45,侧面轮廓,appearance_design_front_side_positive,1
Feature_46,前脸格栅,appearance_design_front_side_positive,1
Feature_47,悬浮式侧位,appearance_design_front_side_positive,1
Feature_48,前脸气坝,appearance_design_front_side_positive,1
Feature_50,审美,appearance_design_front_side_positive,1
Feature_51,饱满度,appearance_design_front_side_positive,1
Feature_53,设计语言,appearance_design_front_side_positive,1
Feature_0,型面风格,appearance_design_front_side_negative,1
Feature_5,缝隙间隙,appearance_design_front_side_negative,1
Feature_6,差异化,appearance_design_front_side_negative,1
Feature_8,车顶摄像头,appearance_design_front_side_negative,1
Feature_9,接缝处缝隙,appearance_design_front_side_negative,1
Feature_11,保险杠,appearance_design_front_side_negative,1
Feature_12,翼子板,appearance_design_front_side_negative,1
Feature_13,四门焊点,appearance_design_front_side_negative,1
Feature_14,抽屉式把手,appearance_design_front_side_negative,1
Feature_15,把手,appearance_design_front_side_negative,1
Feature_17,车灯闭环,appearance_design_front_side_negative,1
Feature_18,门把手,appearance_design_front_side_negative,1
Feature_19,贯穿式前灯,appearance_design_front_side_negative,1
Feature_21,外视镜,appearance_design_front_side_negative,1
Feature_22,前后组合大灯,appearance_design_front_side_negative,1
Feature_23,前格栅,appearance_design_front_side_negative,1
Feature_24,镀铬装饰条,appearance_design_front_side_negative,1
Feature_25,车身侧面线条,appearance_design_front_side_negative,1
Feature_0,车漆,appearance_design_paint_color_positive,1
Feature_2,简约风格,appearance_design_paint_color_positive,1
Feature_3,色彩选择,appearance_design_paint_color_positive,1
Feature_4,漆面,appearance_design_paint_color_positive,3
Feature_5,色彩协调性,appearance_design_paint_color_positive,1
Feature_6,淡雅风格,appearance_design_paint_color_positive,1
Feature_7,年轻风格,appearance_design_paint_color_positive,1
Feature_8,车漆外观颜色,appearance_design_paint_color_positive,1
Feature_9,颜色设计风格,appearance_design_paint_color_positive,1
Feature_10,细腻度,appearance_design_paint_color_positive,1
Feature_11,饱和度,appearance_design_paint_color_positive,1
Feature_12,均匀性,appearance_design_paint_color_positive,1
Feature_13,颜色中性度,appearance_design_paint_color_positive,1
Feature_14,张扬度,appearance_design_paint_color_positive,1
Feature_15,漆面颜色,appearance_design_paint_color_positive,1
Feature_16,色泽,appearance_design_paint_color_positive,1
Feature_17,漆面饱满度,appearance_design_paint_color_positive,1
Feature_18,光泽度,appearance_design_paint_color_positive,1
Feature_19,漆膜硬度,appearance_design_paint_color_positive,1
Feature_20,稳重风格,appearance_design_paint_color_positive,1
Feature_21,大气风格,appearance_design_paint_color_positive,1
Feature_22,低调风格,appearance_design_paint_color_positive,1
Feature_23,豪华风格,appearance_design_paint_color_positive,1
Feature_24,车漆光泽,appearance_design_paint_color_positive,1
Feature_25,质感,appearance_design_paint_color_positive,3
Feature_26,廉价感,appearance_design_paint_color_positive,1
Feature_27,触感,appearance_design_paint_color_positive,1
Feature_28,漆面品质,appearance_design_paint_color_positive,1
Feature_29,外漆颜色,appearance_design_paint_color_positive,1
Feature_30,车灯设计,appearance_design_paint_color_positive,1
Feature_31,漆面色泽,appearance_design_paint_color_positive,1
Feature_32,橘皮纹,appearance_design_paint_color_positive,1
Feature_33,车身颜色,appearance_design_paint_color_positive,2
Feature_34,内饰搭配,appearance_design_paint_color_positive,1
Feature_35,车漆外观,appearance_design_paint_color_positive,1
Feature_36,车身颜色分区,appearance_design_paint_color_positive,1
Feature_37,亮饰条设计,appearance_design_paint_color_positive,1
Feature_38,色差处理,appearance_design_paint_color_positive,1
Feature_39,车漆质量,appearance_design_paint_color_positive,1
Feature_40,越野风格,appearance_design_paint_color_positive,1
Feature_42,红色金属漆,appearance_design_paint_color_positive,1
Feature_43,贵价感,appearance_design_paint_color_positive,1
Feature_0,个性色,appearance_design_paint_color_negative,1
Feature_1,漆面质感,appearance_design_paint_color_negative,1
Feature_2,手感,appearance_design_paint_color_negative,1
Feature_3,车漆颜色,appearance_design_paint_color_negative,2
Feature_4,品质感,appearance_design_paint_color_negative,1
Feature_5,第一视觉感触,appearance_design_paint_color_negative,1
Feature_6,黑白银灰,appearance_design_paint_color_negative,1
Feature_7,价格,appearance_design_paint_color_negative,1
Feature_8,漆面质量,appearance_design_paint_color_negative,1
Feature_11,创新,appearance_design_paint_color_negative,1
Feature_0,形状,appearance_design_other_positive,1
Feature_0,轻薄,interior_design_layout_positive,1
Feature_3,储物区域,interior_design_layout_positive,1
Feature_4,控制区域,interior_design_layout_positive,1
Feature_5,分布科学,interior_design_layout_positive,1
Feature_7,装饰,interior_design_layout_positive,1
Feature_8,包袱面积,interior_design_layout_positive,1
Feature_9,整体感,interior_design_layout_positive,1
Feature_10,环抱式,interior_design_layout_positive,1
Feature_11,类翅膀造型,interior_design_layout_positive,1
Feature_12,中控,interior_design_layout_positive,1
Feature_13,方向盘,interior_design_layout_positive,1
Feature_14,6座布局,interior_design_layout_positive,1
Feature_15,布局合理性,interior_design_layout_positive,1
Feature_16,配色,interior_design_layout_positive,1
Feature_18,空间,interior_design_layout_positive,3
Feature_19,内饰简洁,interior_design_layout_positive,1
Feature_20,软包,interior_design_layout_positive,1
Feature_21,搪塑软化处理,interior_design_layout_positive,1
Feature_22,身体接触部分,interior_design_layout_positive,1
Feature_23,塑料质感,interior_design_layout_positive,1
Feature_24,皮质质感,interior_design_layout_positive,1
Feature_25,内饰质感,interior_design_layout_positive,2
Feature_26,整体氛围,interior_design_layout_positive,1
Feature_27,统一性,interior_design_layout_positive,1
Feature_28,仪表台,interior_design_layout_positive,1
Feature_29,简约大方,interior_design_layout_positive,1
Feature_30,磁吸储物,interior_design_layout_positive,1
Feature_31,新能源风格,interior_design_layout_positive,1
Feature_32,氛围感营造,interior_design_layout_positive,1
Feature_33,整体性,interior_design_layout_positive,1
Feature_34,氛围灯,interior_design_layout_positive,3
Feature_35,内饰材料,interior_design_layout_positive,1
Feature_36,内饰颜色,interior_design_layout_positive,1
Feature_37,呼应关系,interior_design_layout_positive,1
Feature_38,温馨感,interior_design_layout_positive,2
Feature_39,舒适性,interior_design_layout_positive,1
Feature_40,空间布局,interior_design_layout_positive,1
Feature_41,尊贵感,interior_design_layout_positive,1
Feature_42,后备箱软包,interior_design_layout_positive,1
Feature_43,IP贯穿屏,interior_design_layout_positive,1
Feature_44,体验,interior_design_layout_positive,1
Feature_45,真皮座椅,interior_design_layout_positive,1
Feature_46,座椅加热,interior_design_layout_positive,1
Feature_47,座椅电动调节,interior_design_layout_positive,1
Feature_48,座椅通风,interior_design_layout_positive,1
Feature_49,座椅按摩,interior_design_layout_positive,1
Feature_50,电动遮阳帘,interior_design_layout_positive,1
Feature_51,紫外线隔绝率,interior_design_layout_positive,1
Feature_52,压缩机大冰箱,interior_design_layout_positive,1
Feature_53,全功能方向盘,interior_design_layout_positive,1
Feature_54,新势力简洁,interior_design_layout_positive,1
Feature_56,低廉感,interior_design_layout_positive,1
Feature_57,内饰风格,interior_design_layout_positive,1
Feature_58,操控,interior_design_layout_positive,1
Feature_59,豪华,interior_design_layout_positive,1
Feature_60,低调,interior_design_layout_positive,1
Feature_61,浅色设计,interior_design_layout_positive,1
Feature_62,车内明亮,interior_design_layout_positive,1
Feature_63,家用,interior_design_layout_positive,1
Feature_64,第三排座椅舒适性,interior_design_layout_positive,1
Feature_65,车窗遮阳帘,interior_design_layout_positive,1
Feature_66,内饰整体设计风格,interior_design_layout_positive,1
Feature_67,中控台布局,interior_design_layout_positive,1
Feature_68,中控显示屏,interior_design_layout_positive,1
Feature_69,车辆控制功能,interior_design_layout_positive,1
Feature_71,BOSE音响,interior_design_layout_positive,1
Feature_72,后排座椅加热,interior_design_layout_positive,1
Feature_73,屏幕,interior_design_layout_positive,1
Feature_74,舒适,interior_design_layout_positive,1
Feature_75,内饰布置,interior_design_layout_positive,1
Feature_76,内饰,interior_design_layout_positive,2
Feature_77,座椅,interior_design_layout_positive,1
Feature_78,空间感,interior_design_layout_positive,2
Feature_79,大屏,interior_design_layout_positive,1
Feature_80,天幕屏,interior_design_layout_positive,1
Feature_81,储物空间,interior_design_layout_positive,1
Feature_82,设计风格,interior_design_layout_positive,1
Feature_83,座位数,interior_design_layout_positive,1
Feature_1,做工,interior_design_layout_negative,1
Feature_2,置物,interior_design_layout_negative,1
Feature_4,开关,interior_design_layout_negative,1
Feature_6,皮质,interior_design_layout_negative,1
Feature_8,按键,interior_design_layout_negative,1
Feature_10,二排过道,interior_design_layout_negative,1
Feature_14,翻毛皮,interior_design_layout_negative,1
Feature_15,塑料部件,interior_design_layout_negative,1
Feature_16,整体板块体验,interior_design_layout_negative,1
Feature_20,前排座椅,interior_design_layout_negative,1
Feature_21,导轨,interior_design_layout_negative,1
Feature_23,用料,interior_design_layout_negative,2
Feature_24,软包区域,interior_design_layout_negative,1
Feature_25,造型风格,interior_design_layout_negative,1
Feature_26,副驾前方储物格,interior_design_layout_negative,1
Feature_27,抽屉,interior_design_layout_negative,1
Feature_28,前排中间空调出风口,interior_design_layout_negative,1
Feature_1,细节处理,interior_design_materials_positive,2
Feature_5,工艺,interior_design_materials_positive,1
Feature_6,车型体验,interior_design_materials_positive,1
Feature_7,包覆面积,interior_design_materials_positive,1
Feature_8,气味,interior_design_materials_positive,2
Feature_9,竹炭材质,interior_design_materials_positive,1
Feature_10,身体接触部分包覆,interior_design_materials_positive,1
Feature_11,一键小憩模式,interior_design_materials_positive,1
Feature_12,大床模式,interior_design_materials_positive,1
Feature_13,IP台材质,interior_design_materials_positive,1
Feature_14,仿麂皮,interior_design_materials_positive,1
Feature_15,仪表台表面材质,interior_design_materials_positive,1
Feature_16,氛围灯效果,interior_design_materials_positive,1
Feature_17,亲肤感,interior_design_materials_positive,1
Feature_18,身体接触部位包覆,interior_design_materials_positive,1
Feature_19,化妆镜质感,interior_design_materials_positive,1
Feature_20,化妆镜功能感,interior_design_materials_positive,1
Feature_21,车型定位,interior_design_materials_positive,1
Feature_22,用户使用体验,interior_design_materials_positive,1
Feature_26,软质覆盖,interior_design_materials_positive,1
Feature_29,真皮,interior_design_materials_positive,2
Feature_30,用料品质,interior_design_materials_positive,1
Feature_31,地毯,interior_design_materials_positive,1
Feature_33,麂皮,interior_design_materials_positive,1
Feature_34,车顶,interior_design_materials_positive,1
Feature_35,座椅材质,interior_design_materials_positive,1
Feature_36,内饰造型,interior_design_materials_positive,1
Feature_37,内饰材质,interior_design_materials_positive,1
Feature_41,门饰板,interior_design_materials_positive,1
Feature_42,仪表板,interior_design_materials_positive,1
Feature_43,间隙面差,interior_design_materials_positive,1
Feature_46,内饰设计,interior_design_materials_positive,1
Feature_48,拉手材质,interior_design_materials_positive,1
Feature_49,化妆镜,interior_design_materials_positive,1
Feature_50,调节档位,interior_design_materials_positive,1
Feature_53,门板材质,interior_design_materials_positive,1
Feature_54,包覆材料,interior_design_materials_positive,1
Feature_55,实木,interior_design_materials_positive,1
Feature_56,内饰手感,interior_design_materials_positive,1
Feature_57,触摸感,interior_design_materials_positive,1
Feature_58,时尚性,interior_design_materials_positive,1
Feature_59,亮饰条,interior_design_materials_positive,1
Feature_60,软包覆,interior_design_materials_positive,2
Feature_61,车载冰箱,interior_design_materials_positive,1
Feature_63,包裹性,interior_design_materials_positive,1
Feature_0,喇叭网孔,interior_design_materials_negative,1
Feature_2,后排座椅,interior_design_materials_negative,1
Feature_3,细节品质,interior_design_materials_negative,1
Feature_4,金属制品,interior_design_materials_negative,1
Feature_6,门板开关面板,interior_design_materials_negative,1
Feature_7,中控台饰板,interior_design_materials_negative,1
Feature_9,毛织材质,interior_design_materials_negative,1
Feature_10,内饰接缝面,interior_design_materials_negative,1
Feature_11,按摩功能,interior_design_materials_negative,1
Feature_12,内饰布局,interior_design_materials_negative,1
Feature_14,内饰用料,interior_design_materials_negative,1
Feature_15,布料,interior_design_materials_negative,1
Feature_16,硬塑料,interior_design_materials_negative,2
Feature_17,双连屏设计,interior_design_materials_negative,1
Feature_21,按键面板设计,interior_design_materials_negative,1
Feature_22,IP台,interior_design_materials_negative,1
Feature_24,低档软包覆感,interior_design_materials_negative,1
Feature_26,精细感,interior_design_materials_negative,1
Feature_27,仪表台镀铬饰条,interior_design_materials_negative,1
Feature_28,年轻的新潮要求,interior_design_materials_negative,1
Feature_29,硬质材质,interior_design_materials_negative,1
Feature_30,软包用料,interior_design_materials_negative,1
Feature_31,仿皮座椅,interior_design_materials_negative,1
Feature_32,第三排空间,interior_design_materials_negative,1
Feature_33,材质,interior_design_materials_negative,2
Feature_34,Console,interior_design_materials_negative,1
Feature_35,门板,interior_design_materials_negative,1
Feature_36,顶棚,interior_design_materials_negative,1
Feature_0,品质,interior_design_color_lighting_positive,1
Feature_4,干净,interior_design_color_lighting_positive,1
Feature_5,色彩,interior_design_color_lighting_positive,3
Feature_6,香薰,interior_design_color_lighting_positive,1
Feature_8,色彩层次,interior_design_color_lighting_positive,1
Feature_11,氛围感,interior_design_color_lighting_positive,1
Feature_12,清爽,interior_design_color_lighting_positive,1
Feature_13,温馨,interior_design_color_lighting_positive,1
Feature_15,HMI,interior_design_color_lighting_positive,1
Feature_16,中控联动,interior_design_color_lighting_positive,1
Feature_17,深蓝色内饰,interior_design_color_lighting_positive,1
Feature_18,色彩统一,interior_design_color_lighting_positive,1
Feature_19,色彩氛围,interior_design_color_lighting_positive,1
Feature_20,风格统一,interior_design_color_lighting_positive,1
Feature_22,灯光设计,interior_design_color_lighting_positive,1
Feature_23,香味浓淡设置,interior_design_color_lighting_positive,1
Feature_24,气味调节,interior_design_color_lighting_positive,1
Feature_25,全屏屏幕,interior_design_color_lighting_positive,1
Feature_26,材料质感,interior_design_color_lighting_positive,1
Feature_27,浅内饰,interior_design_color_lighting_positive,1
Feature_28,内饰配色,interior_design_color_lighting_positive,1
Feature_29,紫色,interior_design_color_lighting_positive,1
Feature_30,米色,interior_design_color_lighting_positive,1
Feature_34,灵动性,interior_design_color_lighting_positive,1
Feature_35,情绪价值,interior_design_color_lighting_positive,1
Feature_38,家庭氛围,interior_design_color_lighting_positive,1
Feature_0,木纹质感,interior_design_color_lighting_negative,1
Feature_2,温度感,interior_design_color_lighting_negative,1
Feature_3,耐脏性,interior_design_color_lighting_negative,2
Feature_6,前排氛围感,interior_design_color_lighting_negative,1
Feature_7,三排氛围感,interior_design_color_lighting_negative,1
Feature_8,二排氛围感,interior_design_color_lighting_negative,1
Feature_10,氛围灯颜色,interior_design_color_lighting_negative,2
Feature_12,亮度,interior_design_color_lighting_negative,1
Feature_14,品牌风格,interior_design_color_lighting_negative,1
Feature_15,独特风格,interior_design_color_lighting_negative,1
Feature_17,家族式风格,interior_design_color_lighting_negative,1
Feature_18,内饰颜色选择,interior_design_color_lighting_negative,1
Feature_20,沉浸感,interior_design_color_lighting_negative,1
Feature_21,色彩搭配,interior_design_color_lighting_negative,2
Feature_22,橙色内饰,interior_design_color_lighting_negative,1
Feature_23,前玻璃倒影,interior_design_color_lighting_negative,1
Feature_24,视野清晰度,interior_design_color_lighting_negative,1
Feature_25,米色耐脏性,interior_design_color_lighting_negative,1
Feature_26,实车观感,interior_design_color_lighting_negative,1
Feature_27,配色方案,interior_design_color_lighting_negative,1
Feature_28,氛围灯明显度,interior_design_color_lighting_negative,1
Feature_29,灯光氛围,interior_design_color_lighting_negative,1
Feature_0,机构,interior_design_details_positive,1
Feature_1,铁网出风口,interior_design_details_positive,1
Feature_3,二排座椅,interior_design_details_positive,1
Feature_4,娱乐屏开合方式,interior_design_details_positive,1
Feature_5,娱乐屏角度,interior_design_details_positive,1
Feature_6,实体按键,interior_design_details_positive,1
Feature_7,实体开门开关,interior_design_details_positive,1
Feature_8,中控储物盒,interior_design_details_positive,1
Feature_13,操作,interior_design_details_positive,1
Feature_14,CNSL手套箱,interior_design_details_positive,1
Feature_15,220V插座,interior_design_details_positive,1
Feature_16,出线口,interior_design_details_positive,1
Feature_17,内饰设计细节,interior_design_details_positive,1
Feature_18,后备箱盖板,interior_design_details_positive,1
Feature_19,插槽,interior_design_details_positive,1
Feature_21,手部支撑,interior_design_details_positive,1
Feature_22,窗位边界,interior_design_details_positive,1
Feature_23,中控屏幕,interior_design_details_positive,1
Feature_24,盲操功能,interior_design_details_positive,1
Feature_25,音响网罩,interior_design_details_positive,1
Feature_26,设计感,interior_design_details_positive,1
Feature_27,外观设计,interior_design_details_positive,1
Feature_28,软质材料,interior_design_details_positive,1
Feature_30,显示屏幕圆角,interior_design_details_positive,1
Feature_32,右侧座椅横向移动,interior_design_details_positive,1
Feature_33,Nappa真皮座椅,interior_design_details_positive,1
Feature_34,副驾储物,interior_design_details_positive,1
Feature_35,后备箱百变空间,interior_design_details_positive,1
Feature_36,细节设计,interior_design_details_positive,1
Feature_37,简约设计,interior_design_details_positive,1
Feature_38,内饰螺丝,interior_design_details_positive,1
Feature_39,可拆卸改装设计,interior_design_details_positive,1
Feature_40,眼镜盒,interior_design_details_positive,1
Feature_41,B柱挂钩,interior_design_details_positive,1
Feature_0,三排座椅,interior_design_details_negative,1
Feature_1,后备箱,interior_design_details_negative,1
Feature_2,三排座椅后侧外包裹,interior_design_details_negative,1
Feature_3,内开门把手,interior_design_details_negative,1
Feature_4,细节,interior_design_details_negative,1
Feature_5,副驾手套箱,interior_design_details_negative,1
Feature_6,冰箱位,interior_design_details_negative,1
Feature_8,后排座椅通风,interior_design_details_negative,1
Feature_9,二排左后小桌板,interior_design_details_negative,1
Feature_10,方向盘导航按钮,interior_design_details_negative,1
Feature_11,中央出风口装饰,interior_design_details_negative,1
Feature_12,中央扶手USB,interior_design_details_negative,1
Feature_14,扶手下半部分,interior_design_details_negative,1
Feature_15,装配工艺,interior_design_details_negative,1
Feature_0,大空间,smart_cockpit_hardware_positive,1
Feature_2,界面,smart_cockpit_hardware_positive,1
Feature_6,主副驾贯穿屏,smart_cockpit_hardware_positive,1
Feature_7,8255芯片,smart_cockpit_hardware_positive,1
Feature_8,配套,smart_cockpit_hardware_positive,1
Feature_9,硬件,smart_cockpit_hardware_positive,1
Feature_10,语音识别,smart_cockpit_hardware_positive,1
Feature_11,8295芯片,smart_cockpit_hardware_positive,1
Feature_12,自研系统,smart_cockpit_hardware_positive,1
Feature_13,鸿蒙系统,smart_cockpit_hardware_positive,1
Feature_14,仪表屏幕,smart_cockpit_hardware_positive,1
Feature_15,后排娱乐屏,smart_cockpit_hardware_positive,1
Feature_16,芯片,smart_cockpit_hardware_positive,1
Feature_17,硬件平台化,smart_cockpit_hardware_positive,1
Feature_18,页面设计,smart_cockpit_hardware_positive,1
Feature_19,蔚来匹配,smart_cockpit_hardware_positive,1
Feature_20,Momenta技术,smart_cockpit_hardware_positive,1
Feature_22,操作流畅性,smart_cockpit_hardware_positive,1
Feature_23,系统响应,smart_cockpit_hardware_positive,1
Feature_24,中控屏,smart_cockpit_hardware_positive,2
Feature_25,大屏设计,smart_cockpit_hardware_positive,1
Feature_26,响应速度,smart_cockpit_hardware_positive,1
Feature_27,前排遮阳板化妆镜,smart_cockpit_hardware_positive,1
Feature_28,灯光亮度调节,smart_cockpit_hardware_positive,1
Feature_29,色温调节,smart_cockpit_hardware_positive,1
Feature_30,后排车门空调控制,smart_cockpit_hardware_positive,1
Feature_31,风速调节,smart_cockpit_hardware_positive,1
Feature_32,温度调节,smart_cockpit_hardware_positive,1
Feature_34,后排小桌板,smart_cockpit_hardware_positive,1
Feature_35,后排储物设计,smart_cockpit_hardware_positive,1
Feature_36,外后视镜,smart_cockpit_hardware_positive,1
Feature_37,无边框设计,smart_cockpit_hardware_positive,1
Feature_38,二排吸顶屏,smart_cockpit_hardware_positive,1
Feature_39,屏幕尺寸,smart_cockpit_hardware_positive,1
Feature_40,屏幕分辨率,smart_cockpit_hardware_positive,1
Feature_41,华为鸿蒙座舱,smart_cockpit_hardware_positive,1
Feature_42,客户满意度,smart_cockpit_hardware_positive,1
Feature_43,价位段需求,smart_cockpit_hardware_positive,1
Feature_44,用户体验,smart_cockpit_hardware_positive,1
Feature_45,产品亮点,smart_cockpit_hardware_positive,1
Feature_0,前排腿部空间,smart_cockpit_hardware_negative,1
Feature_1,组合仪表屏幕尺寸,smart_cockpit_hardware_negative,1
Feature_2,左右屏联动交互,smart_cockpit_hardware_negative,1
Feature_3,主仪表尺寸,smart_cockpit_hardware_negative,1
Feature_4,前挡投影内容量,smart_cockpit_hardware_negative,1
Feature_5,鸿蒙系统价格,smart_cockpit_hardware_negative,1
Feature_6,车机芯片性能,smart_cockpit_hardware_negative,1
Feature_8,智驾性能,smart_cockpit_hardware_negative,1
Feature_9,高速智驾功能,smart_cockpit_hardware_negative,1
Feature_10,AV主机,smart_cockpit_hardware_negative,1
Feature_11,音响,smart_cockpit_hardware_negative,1
Feature_12,副驾小桌板,smart_cockpit_hardware_negative,1
Feature_14,新科技体验,smart_cockpit_hardware_negative,1
Feature_15,按键操作,smart_cockpit_hardware_negative,1
Feature_0,UI设计风格,smart_cockpit_ui_positive,1
Feature_1,应用风格,smart_cockpit_ui_positive,1
Feature_2,信息分区,smart_cockpit_ui_positive,1
Feature_4,语音交互,smart_cockpit_ui_positive,1
Feature_5,音乐界面,smart_cockpit_ui_positive,1
Feature_6,功能,smart_cockpit_ui_positive,1
Feature_7,仪表导航,smart_cockpit_ui_positive,1
Feature_8,屏幕位置,smart_cockpit_ui_positive,1
Feature_9,驾驶员侧可视性,smart_cockpit_ui_positive,1
Feature_10,车模光影效果,smart_cockpit_ui_positive,1
Feature_11,系统响应速度,smart_cockpit_ui_positive,1
Feature_12,功能生态,smart_cockpit_ui_positive,1
Feature_13,体验流畅性,smart_cockpit_ui_positive,1
Feature_14,操作便利性,smart_cockpit_ui_positive,2
Feature_15,界面简洁性,smart_cockpit_ui_positive,1
Feature_16,易懂性,smart_cockpit_ui_positive,1
Feature_18,中控HMI联动,smart_cockpit_ui_positive,1
Feature_19,贯穿屏副驾显示,smart_cockpit_ui_positive,1
Feature_20,歌词显示,smart_cockpit_ui_positive,1
Feature_21,小部件,smart_cockpit_ui_positive,1
Feature_22,双屏,smart_cockpit_ui_positive,1
Feature_23,视觉效果,smart_cockpit_ui_positive,1
Feature_24,卡片布置,smart_cockpit_ui_positive,1
Feature_25,逻辑,smart_cockpit_ui_positive,1
Feature_26,系统体验,smart_cockpit_ui_positive,1
Feature_27,卡顿,smart_cockpit_ui_positive,1
Feature_28,UI,smart_cockpit_ui_positive,3
Feature_29,简洁性,smart_cockpit_ui_positive,1
Feature_30,易用性,smart_cockpit_ui_positive,2
Feature_31,简介,smart_cockpit_ui_positive,1
Feature_32,关键功能,smart_cockpit_ui_positive,1
Feature_33,主界面,smart_cockpit_ui_positive,1
Feature_34,界面风格,smart_cockpit_ui_positive,1
Feature_35,显示清晰度,smart_cockpit_ui_positive,1
