issue_id,name,source_column,mention_count
Issue_8,三排氛围感,interior_color_atmosphere_negative,1
Issue_9,颜色压抑感,interior_color_atmosphere_negative,1
Issue_10,氛围灯颜色搭配,interior_color_atmosphere_negative,1
Issue_11,内饰搭配,interior_color_atmosphere_negative,1
Issue_12,亮度,interior_color_atmosphere_negative,1
Issue_13,感知感,interior_color_atmosphere_negative,1
Issue_14,品牌风格,interior_color_atmosphere_negative,1
Issue_15,独特风格,interior_color_atmosphere_negative,1
Issue_16,内饰风格,interior_color_atmosphere_negative,1
Issue_17,家族式风格,interior_color_atmosphere_negative,1
Issue_18,风格单调性,interior_color_atmosphere_negative,1
Issue_19,内饰颜色选择,interior_color_atmosphere_negative,1
Issue_20,毛坯感,interior_color_atmosphere_negative,1
Issue_21,豪华质感缺失,interior_color_atmosphere_negative,1
Issue_22,沉浸感,interior_color_atmosphere_negative,1
Issue_23,色彩搭配,interior_color_atmosphere_negative,1
Issue_24,审美疲劳,interior_color_atmosphere_negative,1
Issue_25,橙色内饰倒影,interior_color_atmosphere_negative,1
Issue_26,视野清晰度,interior_color_atmosphere_negative,1
Issue_27,米色耐脏性,interior_color_atmosphere_negative,1
Issue_28,氛围灯可见度,interior_color_atmosphere_negative,1
Issue_29,色彩单一,interior_color_atmosphere_negative,1
Issue_30,配色土气,interior_color_atmosphere_negative,1
Issue_31,实车质感,interior_color_atmosphere_negative,1
Issue_32,配色数量,interior_color_atmosphere_negative,1
Issue_33,氛围灯明显度,interior_color_atmosphere_negative,1
Issue_34,灯光氛围,interior_color_atmosphere_negative,1
Issue_0,三排座椅高度,interior_design_details_negative,1
Issue_1,三排座椅长度,interior_design_details_negative,1
Issue_2,腿部支撑,interior_design_details_negative,1
Issue_3,三排座椅质感,interior_design_details_negative,1
Issue_4,后备箱外包裹,interior_design_details_negative,1
Issue_5,三排座椅后侧外包裹,interior_design_details_negative,1
Issue_6,内开门把手,interior_design_details_negative,1
Issue_7,细节精致感,interior_design_details_negative,1
Issue_8,副驾手套箱,interior_design_details_negative,1
Issue_9,冰箱位内切设计,interior_design_details_negative,1
Issue_10,冰箱位材质,interior_design_details_negative,1
Issue_11,后排座椅通风,interior_design_details_negative,1
Issue_12,二排左后小桌板,interior_design_details_negative,1
Issue_13,方向盘导航按钮精准度,interior_design_details_negative,1
Issue_14,中央出风口装饰条,interior_design_details_negative,1
Issue_15,中央扶手USB接口,interior_design_details_negative,1
Issue_16,门板下半部分,interior_design_details_negative,1
Issue_17,扶手下半部分,interior_design_details_negative,1
Issue_18,装配工艺,interior_design_details_negative,1
Issue_0,前排腿部空间,smart_cockpit_hardware_negative,1
Issue_1,组合仪表屏幕尺寸,smart_cockpit_hardware_negative,1
Issue_2,左右屏联动交互,smart_cockpit_hardware_negative,1
Issue_3,主仪表尺寸,smart_cockpit_hardware_negative,1
Issue_4,前挡投影内容量,smart_cockpit_hardware_negative,1
Issue_5,鸿蒙系统价格,smart_cockpit_hardware_negative,1
Issue_6,车机芯片性能,smart_cockpit_hardware_negative,1
Issue_7,屏幕分辨率,smart_cockpit_hardware_negative,1
Issue_8,智驾性能,smart_cockpit_hardware_negative,1
Issue_9,高速智驾支持,smart_cockpit_hardware_negative,1
Issue_10,AV主机,smart_cockpit_hardware_negative,1
Issue_11,音响数量,smart_cockpit_hardware_negative,1
Issue_12,二排音响感知,smart_cockpit_hardware_negative,1
Issue_13,副驾小桌板设计,smart_cockpit_hardware_negative,1
Issue_14,屏幕堆砌,smart_cockpit_hardware_negative,1
Issue_15,新科技体验,smart_cockpit_hardware_negative,1
Issue_16,屏幕按键操作,smart_cockpit_hardware_negative,1
Issue_0,清晰度,smart_cockpit_ui_negative,1
Issue_1,品质感,smart_cockpit_ui_negative,1
Issue_2,大屏,smart_cockpit_ui_negative,2
Issue_3,UI设计,smart_cockpit_ui_negative,1
Issue_4,闪退,smart_cockpit_ui_negative,1
Issue_5,显示效果,smart_cockpit_ui_negative,1
Issue_6,图标,smart_cockpit_ui_negative,1
Issue_7,功能菜单层级,smart_cockpit_ui_negative,1
Issue_8,图标显示比例,smart_cockpit_ui_negative,1
Issue_9,主界面程序数量,smart_cockpit_ui_negative,1
Issue_10,车型差异化,smart_cockpit_ui_negative,1
Issue_11,功能,smart_cockpit_ui_negative,1
Issue_12,应用,smart_cockpit_ui_negative,1
Issue_13,整车功能,smart_cockpit_ui_negative,1
Issue_14,操作界面,smart_cockpit_ui_negative,1
Issue_15,美术设计,smart_cockpit_ui_negative,1
Issue_1,图标布局,smart_cockpit_ecosystem_negative,1
Issue_2,语音识别准确率,smart_cockpit_ecosystem_negative,1
Issue_3,连续操作卡顿,smart_cockpit_ecosystem_negative,1
Issue_4,开放性,smart_cockpit_ecosystem_negative,1
Issue_5,丰富度,smart_cockpit_ecosystem_negative,1
Issue_6,第三方应用,smart_cockpit_ecosystem_negative,1
Issue_7,车机,smart_cockpit_ecosystem_negative,1
Issue_8,银河,smart_cockpit_ecosystem_negative,1
Issue_9,APP,smart_cockpit_ecosystem_negative,1
Issue_10,APP下载渠道,smart_cockpit_ecosystem_negative,1
Issue_11,娱乐app生态,smart_cockpit_ecosystem_negative,1
Issue_12,APP界面自动回弹,smart_cockpit_ecosystem_negative,1
Issue_13,主界面异常跳转,smart_cockpit_ecosystem_negative,1
Issue_14,AV功能单一,smart_cockpit_ecosystem_negative,1
Issue_15,网联功能不足,smart_cockpit_ecosystem_negative,1
Issue_16,手机互联依赖,smart_cockpit_ecosystem_negative,1
Issue_0,反应速度慢,smart_cockpit_voice_assistant_negative,1
Issue_1,理解能力不足,smart_cockpit_voice_assistant_negative,1
Issue_2,拒识率高,smart_cockpit_voice_assistant_negative,1
Issue_3,识别准确率低,smart_cockpit_voice_assistant_negative,1
Issue_4,响应速度慢,smart_cockpit_voice_assistant_negative,1
Issue_5,同质化,smart_cockpit_voice_assistant_negative,1
Issue_6,唤醒率低,smart_cockpit_voice_assistant_negative,1
Issue_7,唤醒失败,smart_cockpit_voice_assistant_negative,1
Issue_8,语音对话响应慢,smart_cockpit_voice_assistant_negative,1
Issue_9,语音识别不准,smart_cockpit_voice_assistant_negative,1
Issue_10,连续对话误识别,smart_cockpit_voice_assistant_negative,1
Issue_11,NFC钥匙兼容性,smart_cockpit_voice_assistant_negative,1
Issue_12,UWB钥匙兼容性,smart_cockpit_voice_assistant_negative,1
Issue_13,车机功能局限性,smart_cockpit_voice_assistant_negative,1
Issue_14,触发灵敏度,smart_cockpit_voice_assistant_negative,1
Issue_0,大屏操作便利性,smart_cockpit_unique_features_negative,1
Issue_1,座舱UI设计,smart_cockpit_unique_features_negative,1
Issue_2,个性化配置,smart_cockpit_unique_features_negative,1
Issue_3,电动功能防夹手设置,smart_cockpit_unique_features_negative,1
Issue_4,应用生态,smart_cockpit_unique_features_negative,1
Issue_5,贯穿屏外观,smart_cockpit_unique_features_negative,1
Issue_6,UI设计水平,smart_cockpit_unique_features_negative,1
Issue_7,二排遥控器响应速度,smart_cockpit_unique_features_negative,1
Issue_8,车机系统响应速度,smart_cockpit_unique_features_negative,1
Issue_9,PAD车内长时间放置安全性,smart_cockpit_unique_features_negative,1
Issue_10,HUD与仪表盘功能重叠,smart_cockpit_unique_features_negative,1
Issue_0,二排座椅过道版扶手,configuration_comfort_negative,1
Issue_1,二排座椅无过道版,configuration_comfort_negative,1
Issue_2,三排座椅,configuration_comfort_negative,1
Issue_3,座椅柔软度,configuration_comfort_negative,1
Issue_4,扭力梁悬架,configuration_comfort_negative,1
Issue_5,悬架硬度,configuration_comfort_negative,1
Issue_6,车价,configuration_comfort_negative,1
Issue_7,产品亮点,configuration_comfort_negative,1
Issue_9,主驾座椅电动调节,configuration_comfort_negative,1
Issue_10,360影像,configuration_comfort_negative,1
Issue_11,座椅通风加热开启入口,configuration_comfort_negative,1
Issue_12,续航,configuration_comfort_negative,1
Issue_13,后视镜视野,configuration_comfort_negative,1
Issue_14,车机界面操作,configuration_comfort_negative,1
Issue_15,电动滑移门,configuration_comfort_negative,1
Issue_16,选装费用,configuration_comfort_negative,1
Issue_17,后排座椅靠背调节,configuration_comfort_negative,1
Issue_18,腿托空间,configuration_comfort_negative,1
Issue_19,配置,configuration_comfort_negative,1
Issue_21,副驾屏,configuration_comfort_negative,1
Issue_0,二排屏幕,configuration_tech_negative,1
Issue_1,闪屏,configuration_tech_negative,1
Issue_2,亮点功能,configuration_tech_negative,1
Issue_3,流媒体后视镜,configuration_tech_negative,1
Issue_4,自主能力,configuration_tech_negative,1
Issue_5,冰箱,configuration_tech_negative,1
Issue_6,碰撞提示音,configuration_tech_negative,1
Issue_7,语音提醒,configuration_tech_negative,1
Issue_8,幕布,configuration_tech_negative,1
Issue_9,屏幕,configuration_tech_negative,1
Issue_10,激光雷达,configuration_tech_negative,1
Issue_11,智驾,configuration_tech_negative,1
Issue_0,缝隙控制,body_gap_negative,1
Issue_1,车身缝隙,body_gap_negative,2
Issue_2,内饰缝,body_gap_negative,1
Issue_3,车门接缝,body_gap_negative,1
Issue_4,车外钣金缝隙,body_gap_negative,1
Issue_5,段差,body_gap_negative,1
Issue_6,行李仓内饰平顺性,body_gap_negative,1
Issue_7,车膜,body_gap_negative,1
Issue_8,后视镜拔膜缝,body_gap_negative,1
Issue_9,缝隙对齐,body_gap_negative,1
Issue_10,缝线均匀性,body_gap_negative,1
Issue_11,焊点规则性,body_gap_negative,1
Issue_12,缝隙大小,body_gap_negative,1
Issue_13,内饰装配缝隙,body_gap_negative,1
Issue_0,门下本体,material_color_consistency_negative,1
Issue_1,颜色,material_color_consistency_negative,1
Issue_2,仪表台,material_color_consistency_negative,1
Issue_3,导轨,material_color_consistency_negative,1
Issue_4,非接触面,material_color_consistency_negative,1
Issue_0,旋转式外把手割手,door_closure_quality_negative,1
Issue_1,新国标不满足,door_closure_quality_negative,1
Issue_2,开门突变,door_closure_quality_negative,1
Issue_3,开门力分段感,door_closure_quality_negative,1
Issue_4,开门力小,door_closure_quality_negative,1
Issue_5,关门声音,door_closure_quality_negative,1
Issue_6,门饰板轻薄,door_closure_quality_negative,1
Issue_7,关门声品质,door_closure_quality_negative,1
Issue_8,副驾小桌板卡滞,door_closure_quality_negative,1
Issue_9,电吸门,door_closure_quality_negative,1
Issue_1,品质,button_quality_negative,1
Issue_2,方向盘,button_quality_negative,1
Issue_3,车顶触屏,button_quality_negative,1
Issue_4,按键,button_quality_negative,3
Issue_5,音量档位,button_quality_negative,1
Issue_9,操作质感,button_quality_negative,1
Issue_11,按键反馈,button_quality_negative,1
Issue_12,机械感,button_quality_negative,1
Issue_13,按键材质,button_quality_negative,1
Issue_0,仪表信息,safety_info_expression_negative,1
Issue_1,零重力模式安全提醒,safety_info_expression_negative,1
Issue_2,中控屏播报,safety_info_expression_negative,1
Issue_3,二排乘客听不清,safety_info_expression_negative,1
Issue_0,成本上升,safety_passive_negative,1
Issue_1,侧气帘,safety_passive_negative,1
Issue_2,正式测评,safety_passive_negative,1
Issue_3,安全气囊数量,safety_passive_negative,1
Issue_4,前排中央气囊,safety_passive_negative,1
Issue_0,独特优势点,safety_active_negative,1
Issue_1,辅助驾驶复杂场景识别,safety_active_negative,1
Issue_2,智能驾驶启动延迟,safety_active_negative,1
Issue_3,智能驾驶响应缓慢,safety_active_negative,1
Issue_4,智驾L2功能缺失,safety_active_negative,1
Issue_5,加装计划缺失,safety_active_negative,1
Issue_6,下车开门预警行人检测缺失,safety_active_negative,1
Issue_7,高阶智驾付费,safety_active_negative,1
Issue_8,高阶智驾价格过高,safety_active_negative,1
Issue_9,高速NOA功能受限,safety_active_negative,1
Issue_0,前排座椅零重力功能,seat_comfort_negative,1
Issue_1,二排过道板扶手宽度,seat_comfort_negative,1
Issue_2,三排座椅乘坐体验,seat_comfort_negative,1
Issue_3,三排座椅头枕尺寸,seat_comfort_negative,1
Issue_4,三排座椅电动调节功能,seat_comfort_negative,1
Issue_5,三排腿部支撑,seat_comfort_negative,1
Issue_10,座椅材质,seat_comfort_negative,2
Issue_11,皮质感,seat_comfort_negative,1
Issue_12,二排承托,seat_comfort_negative,1
Issue_14,腿托支撑,seat_comfort_negative,1
Issue_15,座椅硬度,seat_comfort_negative,4
Issue_16,座椅褶皱,seat_comfort_negative,1
Issue_17,缝线品质,seat_comfort_negative,1
Issue_18,脚托,seat_comfort_negative,1
Issue_19,腿托,seat_comfort_negative,1
Issue_20,Y向空间,seat_comfort_negative,1
Issue_21,按摩力度,seat_comfort_negative,1
Issue_22,坐垫按摩,seat_comfort_negative,1
Issue_23,包裹性,seat_comfort_negative,2
Issue_24,座椅长度,seat_comfort_negative,1
Issue_25,后排坐垫高度,seat_comfort_negative,1
Issue_26,三排座椅靠背硬度,seat_comfort_negative,1
Issue_27,靠背硬度,seat_comfort_negative,1
Issue_28,座垫长度,seat_comfort_negative,1
Issue_29,后排屏幕,seat_comfort_negative,1
Issue_30,三排头枕,seat_comfort_negative,1
Issue_31,二排扶手,seat_comfort_negative,1
Issue_32,支撑感,seat_comfort_negative,1
Issue_33,后排靠背角度,seat_comfort_negative,1
Issue_35,舒适性,seat_comfort_negative,1
Issue_36,座椅软硬度,seat_comfort_negative,1
Issue_37,前排座椅肩部高度,seat_comfort_negative,1
Issue_38,外观美观性,seat_comfort_negative,1
Issue_39,全包围感,seat_comfort_negative,1
Issue_40,主驾侧板,seat_comfort_negative,1
Issue_41,上下车舒适性,seat_comfort_negative,1
Issue_42,座椅散热性,seat_comfort_negative,1
Issue_44,用料质量,seat_comfort_negative,1
Issue_45,座椅按摩功能,seat_comfort_negative,1
Issue_0,三排台阶,space_negative,1
Issue_1,二排座椅,space_negative,1
Issue_2,凹陷区域,space_negative,1
Issue_3,视觉平整度,space_negative,1
Issue_4,躺睡舒适性,space_negative,1
Issue_6,停车便利性,space_negative,1
Issue_7,侧面头部空间,space_negative,1
Issue_8,后排宽度,space_negative,1
Issue_9,小孩躺平睡觉,space_negative,1
Issue_10,右膝盖空间,space_negative,1
Issue_11,后排头部空间,space_negative,1
Issue_12,全景天窗,space_negative,1
Issue_13,二排进出通道,space_negative,1
Issue_14,三排空间,space_negative,1
Issue_15,空间平整度,space_negative,1
Issue_17,第三排头部空间,space_negative,1
Issue_18,腿托升起后空间,space_negative,1
Issue_19,第三排充电接口,space_negative,1
Issue_20,第三排杯架,space_negative,1
Issue_21,第三排便利性配置,space_negative,1
Issue_22,前排拉手高度,space_negative,1
Issue_23,单手操作便利性,space_negative,1
Issue_24,6座版空间,space_negative,1
Issue_0,零重力座椅,comfort_config_negative,1
Issue_1,舒适性配置,comfort_config_negative,1
Issue_2,中控台后排出风口,comfort_config_negative,1
Issue_3,座椅调节角度,comfort_config_negative,1
Issue_4,腰托调节,comfort_config_negative,1
Issue_5,电动沙发体验,comfort_config_negative,1
Issue_6,6座配置,comfort_config_negative,1
Issue_0,风噪,quietness_negative,2
Issue_1,轨道震荡噪音,quietness_negative,1
Issue_2,电机噪音,quietness_negative,1
Issue_0,风向调节,air_conditioning_negative,1
Issue_1,制冷速度,air_conditioning_negative,1
Issue_0,行李箱,storage_space_negative,1
Issue_1,方向盘开关,storage_space_negative,1
Issue_3,副驾储物盒,storage_space_negative,1
Issue_4,副仪表置杯架,storage_space_negative,1
Issue_5,后排座椅放倒操作,storage_space_negative,1
Issue_6,后排座椅立起操作,storage_space_negative,1
Issue_7,后备箱操作,storage_space_negative,1
Issue_8,中控储物空间,storage_space_negative,1
Issue_9,小冰箱,storage_space_negative,1
Issue_10,三排座椅折叠后行李固定,storage_space_negative,1
Issue_11,物品偏移晃动,storage_space_negative,1
Issue_12,行李厢X向尺寸,storage_space_negative,1
Issue_13,行李箱储物空间,storage_space_negative,1
Issue_14,副驾储物箱,storage_space_negative,1
Issue_15,后备箱空间,storage_space_negative,1
Issue_17,console储物空间,storage_space_negative,1
Issue_0,主驾位冰箱取物,convenience_design_negative,1
Issue_1,娱乐屏角度调节,convenience_design_negative,1
Issue_2,前排座椅靠背后侧小桌板,convenience_design_negative,1
Issue_3,中控实体按键,convenience_design_negative,1
Issue_4,语音助手能力,convenience_design_negative,1
Issue_5,车机任务支持,convenience_design_negative,1
Issue_6,三排座椅翻折后纵向空间,convenience_design_negative,1
Issue_7,方向盘电动调节,convenience_design_negative,1
Issue_0,前排按键,button_operation_negative,1
Issue_1,界面布局,button_operation_negative,1
Issue_2,功能定义,button_operation_negative,1
Issue_3,空调实体件,button_operation_negative,1
Issue_4,右侧显示屏,button_operation_negative,1
Issue_5,后视镜调节操作,button_operation_negative,1
Issue_6,屏幕尺寸,button_operation_negative,1
Issue_7,触控设计,button_operation_negative,1
Issue_8,模式开关,button_operation_negative,1
Issue_9,按键质感,button_operation_negative,1
Issue_10,实体按键,button_operation_negative,2
Issue_11,天幕遮掩帘,button_operation_negative,1
Issue_12,空调,button_operation_negative,1
Issue_13,后备箱按键,button_operation_negative,1
Issue_14,多功能按键,button_operation_negative,1
Issue_15,车门解锁按键,button_operation_negative,1
Issue_17,盲操,button_operation_negative,1
Issue_0,接待人员跟进,store_experience_negative,1
Issue_1,重视程度,store_experience_negative,1
Issue_2,专业性,store_experience_negative,1
Issue_3,店内布置,store_experience_negative,1
Issue_4,讲解深度,store_experience_negative,1
Issue_5,信息准确性,store_experience_negative,1
Issue_6,专业词汇使用,store_experience_negative,1
Issue_7,车型讲解覆盖度,store_experience_negative,1
Issue_9,目标人群适配性,store_experience_negative,1
Issue_10,老登,store_experience_negative,1
Issue_2,功利性,reception_professionalism_negative,1
Issue_4,常用备件供应,reception_professionalism_negative,1
Issue_5,到店次数,reception_professionalism_negative,1
Issue_6,宣传真实性,reception_professionalism_negative,1
Issue_7,接待人员,reception_professionalism_negative,1
Issue_8,热情度,reception_professionalism_negative,1
Issue_9,专业度,reception_professionalism_negative,1
Issue_10,主动接待,reception_professionalism_negative,1
Issue_11,车展接待,reception_professionalism_negative,1
Issue_12,路况确认,reception_professionalism_negative,1
Issue_13,试驾堵车,reception_professionalism_negative,1
Issue_14,专业能力,reception_professionalism_negative,1
Issue_15,流程自动化,reception_professionalism_negative,1
Issue_16,操作出错,reception_professionalism_negative,2
Issue_18,智驾搭载计划,reception_professionalism_negative,1
Issue_19,车展导购资质,reception_professionalism_negative,1
Issue_20,导购专业性,reception_professionalism_negative,1
Issue_21,导购敬业度,reception_professionalism_negative,1
Issue_22,销售人员行为规范,reception_professionalism_negative,1
Issue_23,客户体验,reception_professionalism_negative,1
Issue_24,车型信息了解不足,reception_professionalism_negative,1
Issue_25,储物空间开启方式说明不清,reception_professionalism_negative,1
Issue_26,功能演示不正确,reception_professionalism_negative,1
Issue_27,专业性不足,reception_professionalism_negative,1
Issue_28,共情能力不足,reception_professionalism_negative,1
Issue_29,销售人员非真实用户,reception_professionalism_negative,1
Issue_30,消费者需求理解不充分,reception_professionalism_negative,1
Issue_31,主动性不足,reception_professionalism_negative,1
Issue_0,三排沉坑效果,demonstration_negative,1
Issue_1,讲解口语化程度,demonstration_negative,1
Issue_3,多功能熟悉度,demonstration_negative,1
Issue_4,核心卖点讲解清晰度,demonstration_negative,1
Issue_5,回复及时性,demonstration_negative,1
Issue_6,讲解卡顿,demonstration_negative,1
Issue_7,功能了解程度,demonstration_negative,1
Issue_8,动态功能演示,demonstration_negative,1
Issue_0,悬架软硬自动调节,suspension_tuning_negative,1
Issue_1,悬架异响,suspension_tuning_negative,1
Issue_3,悬架滤振,suspension_tuning_negative,1
Issue_4,底盘硬度,suspension_tuning_negative,1
Issue_5,悬架软度,suspension_tuning_negative,1
Issue_0,试驾,view_visibility_negative,1
Issue_1,内后视镜,view_visibility_negative,1
Issue_2,发动机盖,view_visibility_negative,2
Issue_3,前下视野,view_visibility_negative,1
Issue_5,HUD,view_visibility_negative,1
Issue_0,船感,driving_experience_negative,1
Issue_1,单踏板模式顿挫,driving_experience_negative,1
Issue_2,乘坐舒适性,driving_experience_negative,1
Issue_3,加减速平顺性,driving_experience_negative,1
Issue_4,制动灵敏度,driving_experience_negative,1
Issue_5,动力不足,driving_experience_negative,1
Issue_0,加速噪声,noise_quietness_negative,1
Issue_1,噪音,noise_quietness_negative,1
Issue_2,胎噪,noise_quietness_negative,1
