component_id,name,source_column,mention_count
Component_16,中控屏,smart_cockpit_hardware_positive,2
Component_17,前排遮阳板,smart_cockpit_hardware_positive,1
Component_19,后排车门,smart_cockpit_hardware_positive,1
Component_20,空调,smart_cockpit_hardware_positive,1
Component_21,座椅按摩,smart_cockpit_hardware_positive,1
Component_22,后排小桌板,smart_cockpit_hardware_positive,1
Component_24,外后视镜,smart_cockpit_hardware_positive,1
Component_25,二排吸顶屏,smart_cockpit_hardware_positive,1
Component_26,华为鸿蒙座舱,smart_cockpit_hardware_positive,1
Component_1,组合仪表,smart_cockpit_hardware_negative,1
Component_3,左右屏,smart_cockpit_hardware_negative,1
Component_4,车机屏幕,smart_cockpit_hardware_negative,1
Component_5,主仪表,smart_cockpit_hardware_negative,1
Component_6,前挡投影,smart_cockpit_hardware_negative,1
Component_7,HUD,smart_cockpit_hardware_negative,1
Component_9,车机系统,smart_cockpit_hardware_negative,1
Component_10,车机芯片,smart_cockpit_hardware_negative,1
Component_12,高速智驾系统,smart_cockpit_hardware_negative,1
Component_13,智能驾驶系统,smart_cockpit_hardware_negative,1
Component_14,AV主机,smart_cockpit_hardware_negative,1
Component_15,音响,smart_cockpit_hardware_negative,1
Component_16,副驾小桌板,smart_cockpit_hardware_negative,1
Component_0,UI,smart_cockpit_ui_positive,4
Component_1,应用,smart_cockpit_ui_positive,1
Component_2,信息分区,smart_cockpit_ui_positive,1
Component_4,语音交互,smart_cockpit_ui_positive,1
Component_5,界面,smart_cockpit_ui_positive,2
Component_6,音乐界面,smart_cockpit_ui_positive,1
Component_9,车模,smart_cockpit_ui_positive,1
Component_10,光影效果,smart_cockpit_ui_positive,1
Component_12,中控HMI,smart_cockpit_ui_positive,1
Component_13,贯穿屏副驾,smart_cockpit_ui_positive,1
Component_14,歌词显示,smart_cockpit_ui_positive,1
Component_15,小部件,smart_cockpit_ui_positive,1
Component_16,双屏,smart_cockpit_ui_positive,1
Component_17,视觉效果,smart_cockpit_ui_positive,1
Component_18,卡片布置,smart_cockpit_ui_positive,1
Component_19,系统,smart_cockpit_ui_positive,2
Component_20,简介,smart_cockpit_ui_positive,1
Component_21,关键功能,smart_cockpit_ui_positive,1
Component_22,主界面,smart_cockpit_ui_positive,1
Component_23,电脑pad,smart_cockpit_ui_positive,1
Component_24,显示,smart_cockpit_ui_positive,2
Component_25,操作,smart_cockpit_ui_positive,3
Component_26,卡片,smart_cockpit_ui_positive,1
Component_27,操作界面,smart_cockpit_ui_positive,1
Component_28,分屏,smart_cockpit_ui_positive,1
Component_29,副驾,smart_cockpit_ui_positive,1
Component_30,主驾,smart_cockpit_ui_positive,1
Component_31,蓝牙耳机,smart_cockpit_ui_positive,1
Component_32,头枕音响,smart_cockpit_ui_positive,1
Component_33,越野模式,smart_cockpit_ui_positive,1
Component_34,可视化展示,smart_cockpit_ui_positive,1
Component_35,三维模型,smart_cockpit_ui_positive,1
Component_37,加油盖,smart_cockpit_ui_positive,1
Component_0,清晰度,smart_cockpit_ui_negative,1
Component_1,品质感,smart_cockpit_ui_negative,1
Component_3,UI设计,smart_cockpit_ui_negative,1
Component_5,显示效果,smart_cockpit_ui_negative,1
Component_6,图标,smart_cockpit_ui_negative,2
Component_7,功能菜单,smart_cockpit_ui_negative,1
Component_9,程序,smart_cockpit_ui_negative,1
Component_10,银河车型,smart_cockpit_ui_negative,1
Component_11,功能,smart_cockpit_ui_negative,1
Component_12,整车功能,smart_cockpit_ui_negative,1
Component_0,豆包,smart_cockpit_ecosystem_positive,1
Component_1,联网搜索,smart_cockpit_ecosystem_positive,1
Component_2,短视频,smart_cockpit_ecosystem_positive,1
Component_3,CarPlay,smart_cockpit_ecosystem_positive,1
Component_4,ICCOA CarLink,smart_cockpit_ecosystem_positive,1
Component_5,HiCar,smart_cockpit_ecosystem_positive,1
Component_6,Flyme Link,smart_cockpit_ecosystem_positive,1
Component_7,家庭场景应用,smart_cockpit_ecosystem_positive,1
Component_8,高通骁龙8295P芯片,smart_cockpit_ecosystem_positive,1
Component_9,四屏交互系统,smart_cockpit_ecosystem_positive,1
Component_11,副驾屏,smart_cockpit_ecosystem_positive,1
Component_12,HUD抬头显示,smart_cockpit_ecosystem_positive,1
Component_13,安全驾驶交互屏,smart_cockpit_ecosystem_positive,1
Component_14,MindGPT,smart_cockpit_ecosystem_positive,1
Component_15,AI理想同学,smart_cockpit_ecosystem_positive,1
Component_16,语音控制,smart_cockpit_ecosystem_positive,1
Component_17,绘画生成,smart_cockpit_ecosystem_positive,1
Component_18,任务规划,smart_cockpit_ecosystem_positive,1
Component_19,音响系统,smart_cockpit_ecosystem_positive,1
Component_20,扬声器,smart_cockpit_ecosystem_positive,1
Component_21,7.3.4全景声布局,smart_cockpit_ecosystem_positive,1
Component_22,基本应用功能,smart_cockpit_ecosystem_positive,1
Component_23,高德,smart_cockpit_ecosystem_positive,1
Component_24,应用中心,smart_cockpit_ecosystem_positive,1
Component_26,车辆启动,smart_cockpit_ecosystem_positive,1
Component_27,空调控制,smart_cockpit_ecosystem_positive,1
Component_28,远控功能,smart_cockpit_ecosystem_positive,1
Component_29,苹果系统,smart_cockpit_ecosystem_positive,1
Component_30,安卓系统,smart_cockpit_ecosystem_positive,1
Component_1,图标布局,smart_cockpit_ecosystem_negative,1
Component_2,语音识别,smart_cockpit_ecosystem_negative,1
Component_3,连续操作功能,smart_cockpit_ecosystem_negative,1
Component_4,开放性,smart_cockpit_ecosystem_negative,1
Component_5,丰富度,smart_cockpit_ecosystem_negative,1
Component_6,第三方应用,smart_cockpit_ecosystem_negative,1
Component_7,车机,smart_cockpit_ecosystem_negative,1
Component_8,银河,smart_cockpit_ecosystem_negative,1
Component_9,APP,smart_cockpit_ecosystem_negative,1
Component_10,娱乐app生态,smart_cockpit_ecosystem_negative,1
Component_11,APP界面,smart_cockpit_ecosystem_negative,1
Component_13,AV,smart_cockpit_ecosystem_negative,1
Component_14,网联,smart_cockpit_ecosystem_negative,1
Component_15,手机互联,smart_cockpit_ecosystem_negative,1
Component_0,唤醒,smart_cockpit_voice_assistant_positive,1
Component_1,识别,smart_cockpit_voice_assistant_positive,2
Component_2,响应,smart_cockpit_voice_assistant_positive,1
Component_3,AI形象,smart_cockpit_voice_assistant_positive,1
Component_4,拾音分区,smart_cockpit_voice_assistant_positive,1
Component_6,执行能力,smart_cockpit_voice_assistant_positive,1
Component_7,反应,smart_cockpit_voice_assistant_positive,2
Component_8,泛化,smart_cockpit_voice_assistant_positive,1
Component_9,模糊识别,smart_cockpit_voice_assistant_positive,1
Component_10,音乐联动,smart_cockpit_voice_assistant_positive,1
Component_11,导航联动,smart_cockpit_voice_assistant_positive,1
Component_12,AI联动功能,smart_cockpit_voice_assistant_positive,1
Component_13,语音助手,smart_cockpit_voice_assistant_positive,5
Component_14,语音唤醒,smart_cockpit_voice_assistant_positive,1
Component_15,屏幕熄屏,smart_cockpit_voice_assistant_positive,1
Component_19,分区识别,smart_cockpit_voice_assistant_positive,1
Component_20,复杂识别,smart_cockpit_voice_assistant_positive,1
Component_21,NOMI形象,smart_cockpit_voice_assistant_positive,1
Component_22,互动,smart_cockpit_voice_assistant_positive,1
Component_23,基本控制功能,smart_cockpit_voice_assistant_positive,1
Component_24,千问,smart_cockpit_voice_assistant_positive,1
Component_25,DeepSeek,smart_cockpit_voice_assistant_positive,1
Component_26,语音增强,smart_cockpit_voice_assistant_positive,1
Component_28,连续指令,smart_cockpit_voice_assistant_positive,1
Component_29,语音交互回复打断,smart_cockpit_voice_assistant_positive,1
Component_30,可见即可说,smart_cockpit_voice_assistant_positive,1
Component_31,连续对话,smart_cockpit_voice_assistant_positive,1
Component_32,语音,smart_cockpit_voice_assistant_positive,3
Component_33,智驾,smart_cockpit_voice_assistant_positive,1
Component_34,Nomi,smart_cockpit_voice_assistant_positive,1
Component_35,自然语言理解,smart_cockpit_voice_assistant_positive,1
Component_0,反应速度,smart_cockpit_voice_assistant_negative,1
Component_1,理解能力,smart_cockpit_voice_assistant_negative,1
Component_2,拒识,smart_cockpit_voice_assistant_negative,1
Component_3,识别准确率,smart_cockpit_voice_assistant_negative,1
Component_4,响应速度,smart_cockpit_voice_assistant_negative,1
Component_5,同质化,smart_cockpit_voice_assistant_negative,1
Component_6,唤醒率,smart_cockpit_voice_assistant_negative,1
Component_7,唤醒响应,smart_cockpit_voice_assistant_negative,1
Component_8,语音对话响应速度,smart_cockpit_voice_assistant_negative,1
Component_9,语音识别准确率,smart_cockpit_voice_assistant_negative,1
Component_10,连续对话功能,smart_cockpit_voice_assistant_negative,1
Component_11,误识别,smart_cockpit_voice_assistant_negative,1
Component_12,NFC钥匙,smart_cockpit_voice_assistant_negative,1
Component_13,UWB钥匙,smart_cockpit_voice_assistant_negative,1
Component_15,触发灵敏度,smart_cockpit_voice_assistant_negative,1
Component_1,浏览器,smart_cockpit_unique_features_positive,1
Component_2,冰箱控制面板,smart_cockpit_unique_features_positive,1
Component_3,能耗统计系统,smart_cockpit_unique_features_positive,1
Component_5,路书App,smart_cockpit_unique_features_positive,1
Component_6,场景预设,smart_cockpit_unique_features_positive,1
Component_8,屏幕角度调节机构,smart_cockpit_unique_features_positive,1
Component_10,彩蛋功能,smart_cockpit_unique_features_positive,1
Component_11,杯托,smart_cockpit_unique_features_positive,1
Component_12,按钮,smart_cockpit_unique_features_positive,1
Component_13,摄像画面,smart_cockpit_unique_features_positive,1
Component_14,座舱,smart_cockpit_unique_features_positive,1
Component_15,湿度,smart_cockpit_unique_features_positive,1
Component_16,温度,smart_cockpit_unique_features_positive,1
Component_17,滤网,smart_cockpit_unique_features_positive,1
Component_18,噪音,smart_cockpit_unique_features_positive,1
Component_19,含氧量,smart_cockpit_unique_features_positive,1
Component_20,外循环,smart_cockpit_unique_features_positive,1
Component_21,防晕车模式,smart_cockpit_unique_features_positive,1
Component_22,华为平板接口,smart_cockpit_unique_features_positive,1
Component_23,华为pad,smart_cockpit_unique_features_positive,1
Component_25,流媒体后视镜,smart_cockpit_unique_features_positive,1
Component_1,座舱UI,smart_cockpit_unique_features_negative,1
Component_3,防夹手设置,smart_cockpit_unique_features_negative,1
Component_4,应用生态,smart_cockpit_unique_features_negative,1
Component_5,贯穿屏,smart_cockpit_unique_features_negative,1
Component_7,二排遥控器,smart_cockpit_unique_features_negative,1
Component_9,PAD,smart_cockpit_unique_features_negative,1
Component_11,仪表盘,smart_cockpit_unique_features_negative,1
Component_0,大空间,configuration_comfort_positive,1
Component_2,驾驶品质,configuration_comfort_positive,1
Component_5,0重力模式,configuration_comfort_positive,1
Component_6,座椅功能,configuration_comfort_positive,1
Component_8,无钥匙系统,configuration_comfort_positive,1
Component_11,性价比,configuration_comfort_positive,1
Component_12,座椅包裹性,configuration_comfort_positive,1
Component_13,杜比扬声器,configuration_comfort_positive,1
Component_16,冰箱,configuration_comfort_positive,3
Component_17,彩电,configuration_comfort_positive,2
Component_18,沙发,configuration_comfort_positive,2
Component_20,娱乐系统,configuration_comfort_positive,1
Component_23,全景天窗,configuration_comfort_positive,1
Component_24,座椅调节,configuration_comfort_positive,1
Component_25,后排空间,configuration_comfort_positive,1
Component_27,座椅靠背,configuration_comfort_positive,1
Component_29,热泵空调,configuration_comfort_positive,1
Component_30,前排座椅加热,configuration_comfort_positive,1
Component_31,前排座椅通风,configuration_comfort_positive,1
Component_32,前排座椅电动调节,configuration_comfort_positive,1
Component_34,无线连接,configuration_comfort_positive,1
Component_35,滑移门,configuration_comfort_positive,1
Component_36,中控大屏,configuration_comfort_positive,1
Component_37,软包覆,configuration_comfort_positive,1
Component_38,座椅调节按键,configuration_comfort_positive,1
Component_40,增程器,configuration_comfort_positive,1
Component_41,后排电动腿托,configuration_comfort_positive,1
Component_43,电吸门,configuration_comfort_positive,1
Component_44,空气悬架,configuration_comfort_positive,1
Component_3,扭力梁悬架,configuration_comfort_negative,1
Component_6,主驾座椅,configuration_comfort_negative,1
Component_7,360影像系统,configuration_comfort_negative,1
Component_8,座椅通风系统,configuration_comfort_negative,1
Component_9,座椅加热系统,configuration_comfort_negative,1
Component_10,续航,configuration_comfort_negative,1
Component_11,后视镜,configuration_comfort_negative,1
Component_12,车机界面,configuration_comfort_negative,1
Component_13,电动滑移门,configuration_comfort_negative,1
Component_14,后排座椅靠背,configuration_comfort_negative,1
Component_15,腿托,configuration_comfort_negative,1
Component_17,第三排,configuration_comfort_negative,1
Component_0,辅助驾驶,configuration_tech_positive,1
Component_2,操控体验,configuration_tech_positive,1
Component_3,MPV,configuration_tech_positive,1
Component_4,轿车,configuration_tech_positive,1
Component_5,二排屏幕,configuration_tech_positive,1
Component_6,健康监测,configuration_tech_positive,1
Component_7,生态互联,configuration_tech_positive,1
Component_8,AR HUD,configuration_tech_positive,2
Component_9,智驾高速NDA,configuration_tech_positive,1
Component_10,华为智驾,configuration_tech_positive,1
Component_11,杜比音效,configuration_tech_positive,1
Component_12,华为智能座舱,configuration_tech_positive,1
Component_13,交互系统,configuration_tech_positive,1
Component_14,生态整合,configuration_tech_positive,1
Component_15,后轮主动转向,configuration_tech_positive,1
Component_16,系统操作,configuration_tech_positive,1
Component_17,激光雷达,configuration_tech_positive,3
Component_19,视频设备,configuration_tech_positive,1
Component_20,自动紧急制动,configuration_tech_positive,1
Component_21,车道居中保持,configuration_tech_positive,1
Component_22,盲点监测,configuration_tech_positive,1
Component_23,智能驾驶辅助系统,configuration_tech_positive,1
Component_24,智驾系统,configuration_tech_positive,2
Component_25,OTA升级,configuration_tech_positive,1
Component_26,智能泊车,configuration_tech_positive,1
Component_27,语音系统,configuration_tech_positive,1
Component_28,幕布投影,configuration_tech_positive,1
Component_29,4D毫米波雷达,configuration_tech_positive,1
Component_30,华为ADS辅助驾驶高阶版,configuration_tech_positive,1
Component_31,ADS4.0,configuration_tech_positive,1
Component_32,鸿蒙座舱,configuration_tech_positive,1
Component_3,碰撞提醒音,configuration_tech_negative,1
Component_4,语音提醒,configuration_tech_negative,1
Component_5,幕布,configuration_tech_negative,1
Component_1,装饰条,body_gap_positive,1
Component_2,外车身缝隙,body_gap_positive,1
Component_3,外观间隙,body_gap_positive,1
Component_4,面差,body_gap_positive,1
Component_5,车身缝隙,body_gap_positive,8
Component_6,整车,body_gap_positive,1
Component_7,整车车身,body_gap_positive,1
Component_9,外饰,body_gap_positive,1
Component_2,内饰缝,body_gap_negative,1
Component_3,车门接缝,body_gap_negative,1
Component_4,车外钣金缝隙,body_gap_negative,1
Component_5,行李仓内饰,body_gap_negative,1
Component_6,车膜,body_gap_negative,1
Component_8,缝线,body_gap_negative,1
Component_9,焊点,body_gap_negative,1
Component_0,门中片,material_color_consistency_positive,1
Component_2,玻璃,material_color_consistency_positive,1
Component_5,空调出风口,material_color_consistency_positive,1
Component_9,门,material_color_consistency_positive,1
Component_11,硬质塑料,material_color_consistency_positive,1
Component_12,皮质包裹,material_color_consistency_positive,1
Component_13,车身漆面,material_color_consistency_positive,1
Component_15,座椅面料,material_color_consistency_positive,1
Component_16,机舱盖板,material_color_consistency_positive,1
Component_0,门下本体,material_color_consistency_negative,1
Component_3,非接触面,material_color_consistency_negative,1
Component_0,电动机构,door_closure_quality_positive,1
Component_7,手扶箱,door_closure_quality_positive,1
Component_8,车门,door_closure_quality_positive,4
Component_9,车门开闭件,door_closure_quality_positive,1
Component_0,外把手,door_closure_quality_negative,1
Component_2,开门力,door_closure_quality_negative,2
Component_3,关门声音,door_closure_quality_negative,1
Component_5,关门声,door_closure_quality_negative,1
Component_1,Icon,button_quality_positive,1
Component_4,虚拟按键,button_quality_positive,1
Component_5,后排电子按键,button_quality_positive,1
Component_6,拨杆,button_quality_positive,1
Component_7,氛围灯开关,button_quality_positive,1
Component_8,旋钮按钮,button_quality_positive,1
Component_10,开门内开关,button_quality_positive,1
Component_13,拨钮,button_quality_positive,1
Component_14,旋钮,button_quality_positive,2
Component_16,拨动机构,button_quality_positive,1
Component_17,推拉机构,button_quality_positive,1
Component_1,车顶触屏,button_quality_negative,1
Component_3,音量档位,button_quality_negative,1
Component_4,隐藏式门把手,button_quality_negative,1
Component_0,驾驶视野,safety_info_expression_positive,1
Component_1,360开关,safety_info_expression_positive,1
Component_2,辅助驾驶系统,safety_info_expression_positive,1
Component_6,气囊,safety_info_expression_positive,1
Component_7,后视镜补盲,safety_info_expression_positive,1
Component_8,A柱补盲,safety_info_expression_positive,1
Component_9,驾驶安全信息显示系统,safety_info_expression_positive,1
Component_10,车内摄像头,safety_info_expression_positive,1
Component_11,涉水检测,safety_info_expression_positive,1
Component_0,安全气囊,safety_passive_positive,4
Component_1,车门备份独立电源,safety_passive_positive,1
Component_2,车身结构,safety_passive_positive,1
Component_3,车身强度,safety_passive_positive,1
Component_4,电池,safety_passive_positive,1
Component_5,单踏板模式,safety_passive_positive,1
Component_6,侧气囊,safety_passive_positive,4
Component_7,侧气帘,safety_passive_positive,2
Component_8,安全带,safety_passive_positive,2
Component_9,后排座椅下滑气囊,safety_passive_positive,1
Component_10,全向传力路径,safety_passive_positive,1
Component_11,非承载式车身,safety_passive_positive,1
